1.199958E+3	2.500175E+3	2.017578E+0	1.202320E+1	1.000000E-4
1.001934E+3	2.500408E+3	2.002719E+0	1.202320E+1	1.000000E-4
8.007680E+2	2.500780E+3	2.003037E+0	1.202320E+1	1.000000E-4
5.994170E+2	2.501493E+3	1.998668E+0	1.202320E+1	1.000000E-4
4.016700E+2	2.502961E+3	2.004005E+0	1.202320E+1	1.000000E-4
2.997620E+2	2.503791E+3	1.999029E+0	1.202320E+1	1.000000E-4
2.010430E+2	2.505102E+3	1.997805E+0	1.202320E+1	1.000000E-4
1.017230E+2	2.506426E+3	1.992399E+0	1.202320E+1	1.000000E-4
7.934500E+1	2.506779E+3	1.997633E+0	1.202320E+1	1.000000E-4
7.183000E+1	2.507054E+3	2.000769E+0	1.202320E+1	1.000000E-4
6.024800E+1	2.507283E+3	1.998043E+0	1.202320E+1	1.000000E-4
5.053000E+1	2.507123E+3	1.996868E+0	1.202320E+1	1.000000E-4
3.877900E+1	2.507100E+3	1.997280E+0	1.202320E+1	1.000000E-4
2.049900E+1	2.506764E+3	2.013206E+0	1.202320E+1	1.000000E-4
8.162000E+0	2.506513E+3	2.006061E+0	1.202320E+1	1.000000E-4
-2.620000E-1	2.506474E+3	2.003143E+0	1.202320E+1	1.000000E-4
-9.318000E+0	2.506670E+3	2.000115E+0	1.202320E+1	1.000000E-4
-2.153000E+1	2.506932E+3	2.001922E+0	1.202320E+1	1.000000E-4
-3.924100E+1	2.507023E+3	1.998396E+0	1.202320E+1	1.000000E-4
-4.809700E+1	2.507136E+3	1.997557E+0	1.202320E+1	1.000000E-4
-6.029400E+1	2.506770E+3	1.999456E+0	1.202320E+1	1.000000E-4
-6.908800E+1	2.506636E+3	1.999081E+0	1.202320E+1	1.000000E-4
-8.127000E+1	2.506418E+3	2.001259E+0	1.202320E+1	1.000000E-4
-1.022770E+2	2.506221E+3	1.996989E+0	1.202320E+1	1.000000E-4
-2.025520E+2	2.504736E+3	1.998581E+0	1.202320E+1	1.000000E-4
