-1.118904E+3	2.488921E+3	5.007813E+1	1.202320E+1	1.000000E-4
-1.116686E+3	2.488999E+3	5.008273E+1	1.202320E+1	1.000000E-4
-1.113375E+3	2.488991E+3	5.007481E+1	1.202320E+1	1.000000E-4
-1.109925E+3	2.489072E+3	5.007787E+1	1.202320E+1	1.000000E-4
-1.107338E+3	2.489072E+3	5.008119E+1	1.202320E+1	1.000000E-4
-1.104581E+3	2.489119E+3	5.007858E+1	1.202320E+1	1.000000E-4
-1.101331E+3	2.489153E+3	5.007545E+1	1.202320E+1	1.000000E-4
-1.098297E+3	2.489118E+3	5.007112E+1	1.202320E+1	1.000000E-4
-1.095310E+3	2.489105E+3	5.007328E+1	1.202320E+1	1.000000E-4
-1.092399E+3	2.489140E+3	5.007602E+1	1.202320E+1	1.000000E-4
-1.089396E+3	2.489176E+3	5.007602E+1	1.202320E+1	1.000000E-4
-1.086331E+3	2.489205E+3	5.007009E+1	1.202320E+1	1.000000E-4
-1.083297E+3	2.489246E+3	5.006467E+1	1.202320E+1	1.000000E-4
-1.080140E+3	2.489251E+3	5.007340E+1	1.202320E+1	1.000000E-4
-1.077306E+3	2.489217E+3	5.006493E+1	1.202320E+1	1.000000E-4
-1.074303E+3	2.489316E+3	5.006970E+1	1.202320E+1	1.000000E-4
-1.071361E+3	2.489302E+3	5.007219E+1	1.202320E+1	1.000000E-4
-1.068297E+3	2.489287E+3	5.006652E+1	1.202320E+1	1.000000E-4
-1.065293E+3	2.489364E+3	5.006155E+1	1.202320E+1	1.000000E-4
-1.062352E+3	2.489473E+3	5.006849E+1	1.202320E+1	1.000000E-4
-1.060103E+3	2.489407E+3	5.005682E+1	1.202320E+1	1.000000E-4
-1.056315E+3	2.489415E+3	5.007028E+1	1.202320E+1	1.000000E-4
-1.052957E+3	2.489434E+3	5.005918E+1	1.202320E+1	1.000000E-4
-1.050462E+3	2.489450E+3	5.006607E+1	1.202320E+1	1.000000E-4
-1.047367E+3	2.489378E+3	5.006078E+1	1.202320E+1	1.000000E-4
-1.043948E+3	2.489379E+3	5.005358E+1	1.202320E+1	1.000000E-4
-1.041376E+3	2.489386E+3	5.005530E+1	1.202320E+1	1.000000E-4
-1.038357E+3	2.489455E+3	5.004593E+1	1.202320E+1	1.000000E-4
-1.035400E+3	2.489484E+3	5.004841E+1	1.202320E+1	1.000000E-4
-1.032336E+3	2.489466E+3	5.005753E+1	1.202320E+1	1.000000E-4
-1.029332E+3	2.489407E+3	5.005504E+1	1.202320E+1	1.000000E-4
-1.026345E+3	2.489432E+3	5.004887E+1	1.202320E+1	1.000000E-4
-1.023341E+3	2.489460E+3	5.005154E+1	1.202320E+1	1.000000E-4
-1.020338E+3	2.489445E+3	5.005154E+1	1.202320E+1	1.000000E-4
-1.017366E+3	2.489479E+3	5.004759E+1	1.202320E+1	1.000000E-4
-1.014317E+3	2.489419E+3	5.004822E+1	1.202320E+1	1.000000E-4
-1.011745E+3	2.489447E+3	5.004822E+1	1.202320E+1	1.000000E-4
-1.008341E+3	2.489422E+3	5.004548E+1	1.202320E+1	1.000000E-4
-1.005353E+3	2.489475E+3	5.003586E+1	1.202320E+1	1.000000E-4
-1.002365E+3	2.489423E+3	5.004293E+1	1.202320E+1	1.000000E-4
-1.000148E+3	2.489434E+3	5.003937E+1	1.202320E+1	1.000000E-4
-9.963740E+2	2.489420E+3	5.003433E+1	1.202320E+1	1.000000E-4
-9.933250E+2	2.489383E+3	5.003611E+1	1.202320E+1	1.000000E-4
-9.903370E+2	2.489499E+3	5.003682E+1	1.202320E+1	1.000000E-4
-9.867180E+2	2.489485E+3	5.003261E+1	1.202320E+1	1.000000E-4
-9.843310E+2	2.489458E+3	5.003586E+1	1.202320E+1	1.000000E-4
