Symbol,Strike,Expiry,Type,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time
SPY161216P00035000,35.0,2016-12-16,put,0.04,0.0,0.07,0.0,0.00%,100,6249,62.89%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00035000,35.0,2017-12-15,put,0.12,0.02,0.17,0.0,0.00%,100,410,51.86%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00040000,40.0,2016-01-15,call,155.0,148.12,148.4,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00040000,40.0,2016-01-15,put,0.02,0.0,0.01,0.0,0.00%,0,1661,637.50%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00040000,40.0,2016-12-16,call,148.1,147.41,148.26,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00040000,40.0,2016-12-16,put,0.03,0.01,0.08,0.0,0.00%,125,4364,59.38%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00040000,40.0,2017-12-15,put,0.1,0.07,0.21,0.0,0.00%,180,900,49.12%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00045000,45.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,1160,3645,587.50%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00045000,45.0,2016-12-16,put,0.03,0.02,0.1,0.0,0.00%,50,3806,56.64%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00045000,45.0,2017-12-15,put,0.07,0.12,0.27,0.0,0.00%,100,713,47.05%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00050000,50.0,2016-01-15,call,151.75,138.09,138.46,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00050000,50.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,321,4038,550.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617C00050000,50.0,2016-06-17,call,154.44,137.6,138.21,0.0,0.00%,427,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00050000,50.0,2016-06-17,put,0.01,0.0,0.03,-0.02,-66.67%,1,4125,67.97%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00050000,50.0,2016-12-16,call,156.0,137.42,138.17,0.0,0.00%,307,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00050000,50.0,2016-12-16,put,0.05,0.04,0.1,0.0,0.00%,100,90070,53.52%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00050000,50.0,2017-01-20,call,145.72,137.9,138.67,0.0,0.00%,4,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00050000,50.0,2017-01-20,put,0.06,0.02,0.13,0.0,0.00%,2,118,51.27%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00050000,50.0,2017-03-17,put,0.1,0.05,0.15,0.0,0.00%,90,112,51.76%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00050000,50.0,2017-06-16,put,0.15,0.1,0.2,0.0,0.00%,60,71,48.78%,SPY,False,SPY,191.22,2016-01-14
SPY170915C00050000,50.0,2017-09-15,call,141.88,137.79,138.83,0.0,0.00%,2,3,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170915P00050000,50.0,2017-09-15,put,0.23,0.15,0.25,0.0,0.00%,2,10,46.39%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00050000,50.0,2017-12-15,put,0.25,0.18,0.26,0.0,0.00%,20,10562,43.51%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00050000,50.0,2018-01-19,put,0.27,0.2,0.36,0.0,0.00%,10,30,44.46%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00050000,50.0,2018-12-21,put,0.52,0.45,0.67,0.0,0.00%,10,57,40.61%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00055000,55.0,2016-01-15,put,0.02,0.0,0.01,0.0,0.00%,910,5656,512.50%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00055000,55.0,2016-06-17,put,0.03,0.0,0.05,0.0,0.00%,10,6687,66.02%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00055000,55.0,2016-12-16,call,146.73,132.43,133.17,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00055000,55.0,2016-12-16,put,0.07,0.06,0.13,0.0,0.00%,1,14772,51.47%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00055000,55.0,2017-01-20,put,0.09,0.05,0.16,0.0,0.00%,10,2081,52.15%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00055000,55.0,2017-03-17,put,0.06,0.08,0.19,0.0,0.00%,10,10,49.71%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00055000,55.0,2017-06-16,put,0.12,0.15,0.26,0.0,0.00%,9,109,47.07%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00055000,55.0,2017-12-15,put,0.31,0.31,0.43,0.0,0.00%,116,2548,43.58%,SPY,False,SPY,191.22,2016-01-14
SPY180119C00055000,55.0,2018-01-19,call,154.0,132.5,134.6,0.0,0.00%,1,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00055000,55.0,2018-01-19,put,0.28,0.3,0.46,0.0,0.00%,25,65,42.99%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00055000,55.0,2018-12-21,put,0.68,0.61,0.88,0.0,0.00%,6,48,39.69%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00060000,60.0,2016-01-15,call,129.25,128.03,128.43,0.0,0.00%,206,206,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00060000,60.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,200,3320,475.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617C00060000,60.0,2016-06-17,call,144.62,127.6,128.21,0.0,0.00%,200,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00060000,60.0,2016-06-17,put,0.05,0.01,0.06,0.0,0.00%,0,3743,63.67%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00060000,60.0,2016-12-16,call,146.0,127.43,128.18,0.0,0.00%,390,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00060000,60.0,2016-12-16,put,0.09,0.09,0.16,0.0,0.00%,20,16752,51.12%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00060000,60.0,2017-01-20,call,146.07,127.92,128.69,0.0,0.00%,127,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00060000,60.0,2017-01-20,put,0.04,0.09,0.19,0.0,0.00%,1,661,49.76%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00060000,60.0,2017-03-17,put,0.18,0.14,0.23,0.0,0.00%,25,427,47.56%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00060000,60.0,2017-06-16,put,0.42,0.22,0.33,0.0,0.00%,0,316,45.44%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00060000,60.0,2017-12-15,put,0.39,0.42,0.55,0.0,0.00%,20,2095,42.29%,SPY,False,SPY,191.22,2016-01-14
SPY180119C00060000,60.0,2018-01-19,call,144.77,127.51,129.6,0.0,0.00%,1,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00060000,60.0,2018-12-21,put,0.95,0.83,1.12,0.0,0.00%,6,40,38.76%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00065000,65.0,2016-01-15,put,0.02,0.0,0.01,0.0,0.00%,1294,2813,450.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00065000,65.0,2016-06-17,put,0.04,0.02,0.07,0.0,0.00%,1,2832,60.94%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00065000,65.0,2016-09-16,put,0.09,0.07,0.12,0.0,0.00%,10,416,52.54%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00065000,65.0,2016-12-16,call,141.23,122.44,123.19,0.0,0.00%,114,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00065000,65.0,2016-12-16,put,0.11,0.13,0.21,0.0,0.00%,50,4203,49.46%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00065000,65.0,2017-01-20,call,140.8,122.92,123.69,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00065000,65.0,2017-01-20,put,0.1,0.15,0.24,0.0,0.00%,1,180,47.95%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00065000,65.0,2017-03-17,put,0.57,0.2,0.3,0.0,0.00%,0,44,46.12%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00065000,65.0,2017-06-16,put,0.48,0.3,0.41,0.0,0.00%,100,115,43.85%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00065000,65.0,2017-12-15,put,0.4,0.56,0.69,0.0,0.00%,4,620,41.07%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00065000,65.0,2018-01-19,put,0.52,0.56,0.75,0.0,0.00%,6,46,40.66%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00065000,65.0,2018-12-21,put,1.1,1.04,1.4,0.0,0.00%,7,24,37.89%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00070000,70.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,652,5200,412.50%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00070000,70.0,2016-06-17,put,0.06,0.04,0.08,0.0,0.00%,190,4355,58.59%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00070000,70.0,2016-09-16,put,0.1,0.1,0.15,0.0,0.00%,40,107,50.68%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00070000,70.0,2016-12-16,call,136.21,117.45,118.19,0.0,0.00%,12,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00070000,70.0,2016-12-16,put,0.15,0.18,0.24,0.0,0.00%,1,9093,47.12%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00070000,70.0,2017-01-20,call,135.8,117.93,118.7,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00070000,70.0,2017-01-20,put,0.18,0.21,0.3,0.0,0.00%,20,944,46.29%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00070000,70.0,2017-03-17,put,0.2,0.28,0.37,0.0,0.00%,17,237,44.48%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00070000,70.0,2017-06-16,put,0.33,0.43,0.52,0.0,0.00%,4,221,42.60%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00070000,70.0,2017-12-15,put,0.65,0.7,0.86,0.0,0.00%,3,2502,39.95%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00070000,70.0,2018-01-19,put,0.59,0.71,0.94,0.0,0.00%,10,22,39.65%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00070000,70.0,2018-12-21,put,1.52,1.35,1.73,0.0,0.00%,6,43,37.11%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00075000,75.0,2016-01-15,call,127.97,113.09,113.47,0.0,0.00%,1,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00075000,75.0,2016-01-15,put,0.02,0.0,0.01,0.0,0.00%,120,2929,387.50%,SPY,False,SPY,191.22,2016-01-14
SPY160617C00075000,75.0,2016-06-17,call,131.7,112.61,113.21,0.0,0.00%,10,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00075000,75.0,2016-06-17,put,0.07,0.05,0.09,0.0,0.00%,55,11496,55.76%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00075000,75.0,2016-09-16,put,0.12,0.14,0.19,0.0,0.00%,49,732,50.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00075000,75.0,2016-12-16,put,0.26,0.24,0.32,0.0,0.00%,60,3100,45.90%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00075000,75.0,2017-01-20,call,130.85,112.94,113.71,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00075000,75.0,2017-01-20,put,0.33,0.28,0.38,0.0,0.00%,5,408,44.82%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00075000,75.0,2017-03-17,put,0.74,0.38,0.48,0.0,0.00%,0,100,43.36%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00075000,75.0,2017-06-16,put,0.41,0.55,0.64,0.0,0.00%,1,5,41.28%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00075000,75.0,2017-12-15,put,0.97,0.94,1.02,0.0,0.00%,5,656,38.64%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00075000,75.0,2018-01-19,put,0.9,0.93,1.19,0.0,0.00%,50,113,38.87%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00075000,75.0,2018-12-21,put,1.75,1.68,2.16,0.0,0.00%,2,13,36.57%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00080000,80.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,300,2385,362.50%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00080000,80.0,2016-02-19,call,115.4,107.86,108.19,0.0,0.00%,71,71,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00080000,80.0,2016-02-19,put,0.01,0.0,0.02,0.0,0.00%,339,627,89.06%,SPY,False,SPY,191.22,2016-01-14
SPY160318P00080000,80.0,2016-03-18,put,0.03,0.03,0.04,0.0,0.00%,650,3349,75.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00080000,80.0,2016-06-17,put,0.1,0.08,0.11,0.03,42.86%,9,4125,54.00%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00080000,80.0,2016-09-16,put,0.11,0.19,0.24,0.0,0.00%,1,601,48.29%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00080000,80.0,2016-12-16,put,0.33,0.33,0.4,0.0,0.00%,10,2869,44.43%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00080000,80.0,2017-01-20,call,125.85,107.96,108.72,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00080000,80.0,2017-01-20,put,0.4,0.37,0.47,0.0,0.00%,1,698,43.41%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00080000,80.0,2017-03-17,put,0.45,0.49,0.59,0.0,0.00%,25,45,41.99%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00080000,80.0,2017-06-16,put,0.69,0.69,0.79,0.0,0.00%,8,13,40.13%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00080000,80.0,2017-12-15,put,1.25,1.17,1.25,0.14,12.61%,4,239,37.68%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00080000,80.0,2018-01-19,put,1.15,1.18,1.45,0.0,0.00%,10,47,37.93%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00080000,80.0,2018-12-21,put,2.3,2.04,2.55,0.0,0.00%,6,13,35.71%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00081000,81.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,65,431,90.63%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00082000,82.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,165,391,89.06%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00083000,83.0,2016-02-19,call,109.25,105.18,105.51,0.0,0.00%,1,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00083000,83.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,24,208,88.28%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00084000,84.0,2016-02-19,call,111.4,104.18,104.52,0.0,0.00%,75,75,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00084000,84.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,165,4805,87.50%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00085000,85.0,2016-01-15,call,121.9,103.09,103.47,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00085000,85.0,2016-01-15,put,0.07,0.0,0.01,0.0,0.00%,70,1973,337.50%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00085000,85.0,2016-02-19,call,108.85,103.18,103.52,0.0,0.00%,61,61,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00085000,85.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,24,2889,85.94%,SPY,False,SPY,191.22,2016-01-14
SPY160318P00085000,85.0,2016-03-18,put,0.04,0.04,0.05,0.0,0.00%,100,3647,71.88%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00085000,85.0,2016-06-17,put,0.09,0.1,0.14,0.0,0.00%,100,1217,51.86%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00085000,85.0,2016-09-16,put,0.2,0.25,0.3,0.0,0.00%,41,352,46.63%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00085000,85.0,2016-12-16,call,124.63,102.49,103.23,0.0,0.00%,0,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00085000,85.0,2016-12-16,put,0.4,0.43,0.5,0.0,0.00%,4,2395,43.12%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00085000,85.0,2017-01-20,call,121.0,102.97,103.74,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00085000,85.0,2017-01-20,put,0.48,0.49,0.58,0.0,0.00%,258,1750,42.07%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00085000,85.0,2017-03-17,put,0.74,0.64,0.73,0.0,0.00%,1,205,40.81%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00085000,85.0,2017-06-16,put,0.55,0.89,0.99,0.0,0.00%,50,53,39.21%,SPY,False,SPY,191.22,2016-01-14
SPY170915P00085000,85.0,2017-09-15,put,1.12,1.15,1.26,0.0,0.00%,5,27,37.94%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00085000,85.0,2017-12-15,put,1.12,1.43,1.56,0.0,0.00%,3,1963,37.01%,SPY,False,SPY,191.22,2016-01-14
SPY180119C00085000,85.0,2018-01-19,call,120.9,102.13,104.22,0.0,0.00%,4,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00085000,85.0,2018-01-19,put,1.31,1.5,1.68,0.0,0.00%,10,14,36.72%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00085000,85.0,2018-12-21,put,2.7,2.46,3.09,0.0,0.00%,5,5,35.20%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00086000,86.0,2016-02-19,put,0.01,0.01,0.02,0.0,0.00%,50,1345,84.38%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00087000,87.0,2016-02-19,put,0.03,0.01,0.02,0.0,0.00%,66,371,83.59%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00088000,88.0,2016-02-19,call,111.04,100.18,100.52,0.0,0.00%,1,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00088000,88.0,2016-02-19,put,0.02,0.01,0.02,0.0,0.00%,100,1771,82.81%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00089000,89.0,2016-02-19,put,0.02,0.01,0.03,0.0,0.00%,46,1127,83.59%,SPY,False,SPY,191.22,2016-01-14
SPY160115C00090000,90.0,2016-01-15,call,115.9,98.09,98.46,0.0,0.00%,195,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00090000,90.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,403,6140,312.50%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00090000,90.0,2016-02-19,put,0.02,0.02,0.03,0.0,0.00%,2,977,83.98%,SPY,False,SPY,191.22,2016-01-14
SPY160318P00090000,90.0,2016-03-18,put,0.05,0.05,0.06,0.0,0.00%,100,4820,68.75%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00090000,90.0,2016-06-17,put,0.16,0.12,0.17,0.0,0.00%,64,6861,50.68%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00090000,90.0,2016-09-16,put,0.18,0.33,0.38,0.0,0.00%,1,473,45.22%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00090000,90.0,2016-12-16,call,112.16,97.48,98.2,0.0,0.00%,4,4,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00090000,90.0,2016-12-16,put,0.42,0.55,0.61,0.0,0.00%,126,7364,41.72%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00090000,90.0,2017-01-20,call,116.0,98.36,99.19,0.0,0.00%,4,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00090000,90.0,2017-01-20,put,0.57,0.64,0.73,0.0,0.00%,230,3958,40.99%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00090000,90.0,2017-03-17,put,0.71,0.81,0.91,0.0,0.00%,15,41,39.80%,SPY,False,SPY,191.22,2016-01-14
SPY170616C00090000,90.0,2017-06-16,call,116.05,98.17,98.99,0.0,0.00%,19,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00090000,90.0,2017-06-16,put,1.08,1.11,1.2,0.0,0.00%,5,36,38.16%,SPY,False,SPY,191.22,2016-01-14
SPY170915P00090000,90.0,2017-09-15,put,1.2,1.43,1.53,0.0,0.00%,2,568,37.04%,SPY,False,SPY,191.22,2016-01-14
SPY171215C00090000,90.0,2017-12-15,call,115.9,97.43,98.73,0.0,0.00%,43,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00090000,90.0,2017-12-15,put,1.74,1.72,1.86,0.0,0.00%,1,277,36.09%,SPY,False,SPY,191.22,2016-01-14
SPY180119C00090000,90.0,2018-01-19,call,106.8,97.6,99.65,0.0,0.00%,2,4,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY180119P00090000,90.0,2018-01-19,put,1.67,1.78,2.06,0.0,0.00%,4,21,36.08%,SPY,False,SPY,191.22,2016-01-14
SPY181221P00090000,90.0,2018-12-21,put,3.3,2.94,3.5,0.08,2.48%,3,146,34.18%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00091000,91.0,2016-02-19,put,0.02,0.02,0.03,0.0,0.00%,229,1137,82.81%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00092000,92.0,2016-02-19,put,0.02,0.02,0.03,0.0,0.00%,24,1591,81.64%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00092000,92.0,2016-12-16,call,100.89,95.49,96.19,0.0,0.00%,0,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00092000,92.0,2016-12-16,put,0.65,0.62,0.68,0.0,0.00%,5,1767,41.41%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00093000,93.0,2016-02-19,call,102.41,94.81,95.15,0.0,0.00%,69,69,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00093000,93.0,2016-02-19,put,0.02,0.02,0.03,0.0,0.00%,48,686,80.47%,SPY,False,SPY,191.22,2016-01-14
SPY160219C00094000,94.0,2016-02-19,call,98.77,93.83,94.17,0.0,0.00%,500,500,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00094000,94.0,2016-02-19,put,0.02,0.02,0.03,0.0,0.00%,200,528,79.69%,SPY,False,SPY,191.22,2016-01-14
SPY160115P00095000,95.0,2016-01-15,put,0.01,0.0,0.01,0.0,0.00%,125,6989,293.75%,SPY,False,SPY,191.22,2016-01-14
SPY160219P00095000,95.0,2016-02-19,put,0.02,0.02,0.04,0.0,0.00%,153,49,79.69%,SPY,False,SPY,191.22,2016-01-14
SPY160318P00095000,95.0,2016-03-18,put,0.06,0.06,0.08,0.0,0.00%,50,3615,65.82%,SPY,False,SPY,191.22,2016-01-14
SPY160617C00095000,95.0,2016-06-17,call,109.86,92.72,93.3,0.0,0.00%,2,2,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160617P00095000,95.0,2016-06-17,put,0.19,0.17,0.23,0.0,0.00%,5,3267,49.32%,SPY,False,SPY,191.22,2016-01-14
SPY160916C00095000,95.0,2016-09-16,call,111.24,92.73,93.37,0.0,0.00%,42,0,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY160916P00095000,95.0,2016-09-16,put,0.37,0.42,0.47,0.0,0.00%,1,1615,43.70%,SPY,False,SPY,191.22,2016-01-14
SPY161216C00095000,95.0,2016-12-16,call,106.94,92.64,93.4,0.0,0.00%,8,8,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY161216P00095000,95.0,2016-12-16,put,0.73,0.71,0.77,0.1,15.87%,251,41646,40.70%,SPY,False,SPY,191.22,2016-01-14
SPY170120C00095000,95.0,2017-01-20,call,106.85,93.34,94.14,0.0,0.00%,3,3,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170120P00095000,95.0,2017-01-20,put,0.72,0.78,0.87,0.0,0.00%,212,2334,39.62%,SPY,False,SPY,191.22,2016-01-14
SPY170317P00095000,95.0,2017-03-17,put,0.95,1.01,1.09,0.0,0.00%,2,31,38.60%,SPY,False,SPY,191.22,2016-01-14
SPY170616C00095000,95.0,2017-06-16,call,109.85,93.15,94.09,0.0,0.00%,2,2,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY170616P00095000,95.0,2017-06-16,put,1.32,1.37,1.47,0.0,0.00%,1,24,37.30%,SPY,False,SPY,191.22,2016-01-14
SPY170915P00095000,95.0,2017-09-15,put,1.54,1.73,1.84,0.0,0.00%,1,3,36.18%,SPY,False,SPY,191.22,2016-01-14
SPY171215C00095000,95.0,2017-12-15,call,93.7,92.96,94.32,0.0,0.00%,1,1,0.00%,SPY,False,SPY,191.22,2016-01-14
SPY171215P00095000,95.0,2017-12-15,put,2.07,2.08,2.23,0.0,0.00%,10,2647,35.32%,SPY,False,SPY,191.22,2016-01-14
